IMP_ID,filename,genre_terms,num_genres,desc_tags,num_desc_tags
66,30426-20.jpg,['portrait'],1,"['number of figures - 1', 'door / doorway', 'outdoor', 'plant, unspecified', 'cloud', 'tower', '1680-onward, late Stuart / Georgian', 'man', 'window']",9
67,20833-30.jpg,['portrait'],1,"['1660-1680, Restoration', 'man', 'number of figures - 1']",3
68,30342-50.jpg,['portrait'],1,"['number of figures - 2', 'man', 'woman', '1603-1625, Jacobean', 'couple', 'fan', 'outdoor', 'handkerchief']",8
69,20933-30.JPG,['narrative'],1,"['window', 'erotic encounter', '1660-1680, Restoration', 'couple', 'man', 'number of figures - 2', 'woman', 'bed', 'curtain']",9
70,31759-10.jpg,[],0,"['devil / demon', 'penis (exposed)', 'number of figures - 1', 'horn', 'outdoor']",5
71,21818-10.jpg,[],0,[],0
72,21307-20.jpg,[],0,[],0
73,21923-20.jpg,[],0,[],0
74,21039-20.jpg,[],0,[],0
75,20142-10.jpg,['portrait'],1,"['man', '1603-1625, Jacobean', 'number of figures - 1']",3
76,20642-20.jpg,[],0,[],0
77,30587-30.jpg,['portrait'],1,"['outdoor', 'number of figures - 1', 'woman', '1625-1660, Caroline / Interregnum']",4
78,21924-30.jpg,[],0,[],0
79,20277-20.jpg,['portrait'],1,"['horse', '1200-1558, medieval / early Tudor', 'armor', 'man', 'military figure', 'number of figures - 1', 'switch / whip']",7
80,21701-20.jpg,[],0,[],0
81,30056-30.jpg,['portrait'],1,"['couple', 'fan', 'number of figures - 2', 'hat (not on head)', '1680-onward, late Stuart / Georgian', 'woman', 'hill', 'man', 'outdoor', 'plant, unspecified']",10
82,21330-20.jpg,[],0,[],0
83,30065-10.jpg,['portrait'],1,"['number of figures - 1', 'crown', 'flooring', 'armor', 'sword, unsheathed or on ground', 'orb', 'king', 'man']",8
84,21027-20.jpg,[],0,[],0
85,20155-30.jpg,['portrait'],1,"['woman', 'number of figures - 1', 'fan', '1558-1603, Elizabethan']",4
86,21138-40.jpg,[],0,[],0
87,20791-20.jpg,['portrait'],1,"['number of figures - 1', 'outdoor', 'cloud', 'bush / hedge', 'hill', 'woman', '1680-onward, late Stuart / Georgian', 'plant, unspecified']",8
88,30084-30.jpg,"['emblem / symbol', 'portrait']",2,"['nude', 'angel', 'wing (not on bird)', 'number of figures - 2', 'scrollwork', 'factotum / banderole', 'heraldic shield or symbol']",7
89,21019-20.jpg,[],0,[],0
90,22021-30.jpg,[],0,[],0
91,21952-20.jpg,[],0,[],0
92,21111-10.jpg,[],0,[],0
93,21768-40.jpg,[],0,[],0
94,30076-40.jpg,['narrative'],1,"['1625-1660, Caroline / Interregnum', 'hunt', 'sun', 'cloud', 'dog', 'tree', 'instrument, other', 'number of figures - 3', 'rabbit', 'horse', 'man', 'staff / walking stick', 'switch / whip']",13
95,20136-20.jpg,['portrait'],1,"['scepter', 'orb', 'crown', 'woman', 'queen', 'number of figures - 1', '1558-1603, Elizabethan']",7
96,31916-20.jpg,['portrait'],1,"['number of figures - 1', 'man', '1558-1603, Elizabethan']",3
97,30154-10.jpg,['narrative'],1,"['drinking', 'stool', 'indoor', 'cup / glass', 'trade tools', 'bench', 'man', 'tradesperson', 'flooring', 'table', 'drink / water', 'period unknown', 'shoe (not worn)', 'number of figures - 2', 'pipe']",15
98,21690-50.jpg,[],0,[],0
99,21066-20.jpg,[],0,[],0
100,21995-20.jpg,[],0,[],0
101,20885-40.jpg,['portrait'],1,"['plant, unspecified', 'outdoor', 'number of figures - 1', 'man', '1660-1680, Restoration']",5
102,30228-10.jpg,['narrative'],1,"['staff / walking stick', 'outdoor', 'man', 'number of figures - 1', 'dog', '1603-1625, Jacobean', 'factotum / banderole']",7
103,21156-10.jpg,[],0,[],0
104,20808-30.jpg,['portrait'],1,"['horn', 'wing (not on bird)', 'devil / demon', 'number of figures - 1']",4
105,30256-30.jpg,['portrait'],1,"['woman', '1558-1603, Elizabethan', 'scepter', 'queen', 'number of figures - 1', 'orb', 'crown']",7
106,30451-20.jpg,['portrait'],1,"['woman', 'fan', '1660-1680, Restoration', 'number of figures - 1', 'handkerchief', 'outdoor', 'plant, unspecified']",7
107,30094-20.jpg,"['narrative', 'allegory']",2,"['woman', 'mirror', 'shelf', 'number of figures - 5 or more', 'stool', 'wall', 'fan', 'indoor', '1625-1660, Caroline / Interregnum', 'devil / demon', 'scissors', 'horn', 'comb', 'staff / walking stick']",14
108,20082-30.jpg,[],0,[],0
109,31645-10.jpg,['portrait'],1,"['man', '1660-1680, Restoration', 'number of figures - 4']",3
110,21069-20.jpg,[],0,[],0
111,20858-10.jpg,['portrait'],1,"['1660-1680, Restoration', 'man', 'number of figures - 4']",3
112,21343-10.jpg,[],0,[],0
113,21405-20.jpg,[],0,[],0
114,21169-10.jpg,[],0,[],0
115,21800-10.jpg,[],0,[],0
116,31794-20.jpg,['portrait'],1,"['1625-1660, Caroline / Interregnum', 'number of figures - 1', 'woman', 'flower']",4
117,21104-10.jpg,[],0,[],0
118,20831-10.jpg,['portrait'],1,"['face (only)', '1625-1660, Caroline / Interregnum', 'man', 'number of figures - 1']",4
119,21011-20.jpg,[],0,[],0
120,20819-20.jpg,['portrait'],1,"['1603-1625, Jacobean', 'man', 'number of figures - 1', 'staff / walking stick']",4
121,31674-10.jpg,['portrait'],1,"['outdoor', 'fan', 'number of figures - 1', 'window', 'sun', 'road', 'cloud', 'building, other', 'woman', 'smoke', '1660-1680, Restoration', 'door / doorway', 'tree']",13
122,21336-10.jpg,[],0,[],0
123,21234-10.jpg,[],0,[],0
124,21933-20.jpg,[],0,[],0
125,21717-20.jpg,[],0,[],0
126,30342-30.jpg,['portrait'],1,"['woman', 'scepter', '1558-1603, Elizabethan', 'orb', 'queen', 'number of figures - 1']",6
127,30312-20.jpg,['narrative'],1,"['outdoor', 'number of figures - 2', '1200-1558, medieval / early Tudor', 'bird, unspecified', 'agricultural activity', 'horse', 'bag', 'cloud', 'man', 'field', 'hill', 'farmer', 'seed', 'tree', 'plow']",15
128,30267-20.jpg,['portrait'],1,"['man', 'number of figures - 1', 'column', '1680-onward, late Stuart / Georgian', 'sun', 'cloud', 'outdoor', 'house', 'window', 'staff / walking stick']",10
129,30117-10.jpg,['portrait'],1,"['number of figures - 1', 'outdoor', 'fan', 'cloud', '1680-onward, late Stuart / Georgian', 'woman', 'hill']",7
130,20079-50.jpg,['portrait'],1,"['1558-1603, Elizabethan', 'fan', 'number of figures - 1', 'woman']",4
131,20741-20.jpg,['portrait'],1,"['plant, unspecified', 'number of figures - 1', '1625-1660, Caroline / Interregnum', 'woman']",4
132,30031-20.jpg,['portrait'],1,"['1558-1603, Elizabethan', 'woman', 'fan', 'number of figures - 1']",4
133,21384-20.jpg,[],0,[],0
134,20106-20.jpg,['narrative'],1,"['object, indeterminate', 'number of figures - 3', 'man', 'boy', 'hat (not on head)', '1603-1625, Jacobean', 'scissors']",7
135,20197-30.jpg,['portrait'],1,"['plant, unspecified', 'number of figures - 1', 'man', '1603-1625, Jacobean']",4
136,20812-20.jpg,['narrative'],1,"['execution', '1660-1680, Restoration', 'corpse', 'man', 'number of figures - indeterminate', 'gallows / scaffold', 'rope', 'ax']",8
137,21307-30.jpg,[],0,[],0
138,21879-20.jpg,[],0,[],0
139,30185-10.jpg,['narrative'],1,"['number of figures - indeterminate', '1558-1603, Elizabethan', 'religious observance / event', 'man', 'woman', 'object, indeterminate']",6
140,30219-30.jpg,['narrative'],1,"['jewelry (not worn)', 'man', 'needle', 'tradesperson', 'indoor', 'table', 'window', 'woman', 'fabric', 'cup / glass', 'arch', 'column', 'shelf', 'number of figures - 2', '1625-1660, Caroline / Interregnum', 'flooring', 'pitcher / jug', 'plate / platter', 'trade tools', 'rosary']",20
141,21135-20.jpg,[],0,[],0
142,21775-20.jpg,[],0,[],0
143,21829-20.jpg,[],0,[],0
144,21355-30.jpg,[],0,[],0
145,21869-30.jpg,[],0,[],0
146,30392-10.jpg,['portrait'],1,"['plant, unspecified', 'castle', 'outdoor', 'hill', 'number of figures - 1', 'forest', '1625-1660, Caroline / Interregnum', 'man', 'door / doorway', 'house', 'window', 'staff / walking stick']",12
147,31869-40.jpg,['portrait'],1,"['1603-1625, Jacobean', 'man', 'flooring', 'number of figures - 1', 'indoor']",5
148,21766-20.jpg,[],0,[],0
149,20802-20.jpg,['portrait'],1,"['execution', '1603-1625, Jacobean', 'corpse', 'man', 'number of figures - 1', 'outdoor', 'plant, unspecified', 'gallows / scaffold']",8
150,30152-30.jpg,['portrait'],1,"['number of figures - 1', '1603-1625, Jacobean', 'man']",3
151,20858-20.jpg,['narrative'],1,"['stage', 'severed body part', 'execution', '1660-1680, Restoration', 'man', 'number of figures - 5 or more', 'ax', 'spear']",8
152,21102-20.jpg,[],0,[],0
153,30090-40.jpg,['portrait'],1,"['man', '1660-1680, Restoration', 'outdoor', 'number of figures - 1', 'sun']",5
154,20044-10.jpg,['portrait'],1,"['plant, unspecified', 'hill', 'number of figures - 1', 'man', '1558-1603, Elizabethan']",5
155,20661-30.jpg,['portrait'],1,"['flooring', '1625-1660, Caroline / Interregnum', 'hat (not on head)', 'man', 'number of figures - 1']",5
156,21005-40.jpg,[],0,[],0
157,30461-10.jpg,['portrait'],1,"['man', '1625-1660, Caroline / Interregnum', 'number of figures - 1']",3
158,21935-10.jpg,[],0,[],0
159,21359-10.jpg,[],0,[],0
160,20862-20.jpg,['narrative'],1,"['staff / walking stick', 'paper', 'money', 'bag', 'outdoor', 'number of figures - 2', 'man', '1603-1625, Jacobean']",8
161,21306-20.jpg,[],0,[],0
162,31652-10.jpg,['portrait'],1,"['woman', '1625-1660, Caroline / Interregnum', 'number of figures - 2', 'man', 'fan', 'couple', 'outdoor']",7
163,21807-10.jpg,[],0,[],0
164,21400-30.jpg,[],0,[],0
165,30015-40.jpg,['portrait'],1,"['number of figures - 1', 'man', '1558-1603, Elizabethan']",3
166,32611-20.jpg,['portrait'],1,"['1660-1680, Restoration', 'number of figures - 1', 'woman']",3
167,21288-20.jpg,[],0,[],0
168,20940-30.jpg,"['animal art', 'emblem / symbol']",2,"['fish', 'circle', 'ocean', 'astrological']",4
169,20736-10.jpg,['narrative'],1,"['horse', '1603-1625, Jacobean', 'boy', 'man', 'military figure', 'number of figures - 4', 'outdoor', 'cloud', 'plant, unspecified', 'tree', 'switch / whip', 'arrow', 'bow']",13
170,22027-20.jpg,[],0,[],0
171,21361-30.jpg,[],0,[],0
172,21701-10.jpg,[],0,[],0
173,21330-50.jpg,[],0,[],0
174,20905-10.jpg,['narrative'],1,"['horse', '1680-onward, late Stuart / Georgian', 'clergy', 'man', 'number of figures - 3', 'pope', 'outdoor', 'cloud', 'rosary', 'sword, unsheathed or on ground']",10
175,21978-10.jpg,[],0,[],0
176,30243-20.jpg,['portrait'],1,"['outdoor', 'number of figures - 1', 'nude', 'man', 'foliage (separate from plant)', 'garland / wreath ', 'staff / walking stick']",7
177,21225-40.jpg,[],0,[],0
178,20643-10.jpg,['portrait'],1,"['1625-1660, Caroline / Interregnum', 'man', 'number of figures - 1', 'plant, unspecified', 'staff / walking stick']",5
179,21762-20.jpg,[],0,[],0
180,20831-20.jpg,['portrait'],1,"['1660-1680, Restoration', 'man', 'number of figures - 1', 'cloud', 'hill']",5
181,21041-10.jpg,[],0,[],0
182,21180-40.jpg,[],0,[],0
183,20793-10.jpg,['narrative'],1,"['blood', 'severed body part', 'murder / suicide', '1603-1625, Jacobean', 'hat (not on head)', 'man', 'number of figures - 3', 'woman', 'outdoor', 'cloud', 'hill', 'plant, unspecified', 'rock', 'tree', 'basket', 'book', 'sword, unsheathed or on ground']",17
184,30072-40.jpg,['portrait'],1,"['man', 'number of figures - 1', '1603-1625, Jacobean', 'glove (in hand)', 'outdoor']",5
185,30457-10.jpg,['narrative'],1,"['knife / dagger', 'sword, unsheathed or on ground', 'number of figures - 2', '1625-1660, Caroline / Interregnum', 'duel', 'man']",6
186,22022-40.jpg,[],0,[],0
187,21029-20.jpg,[],0,[],0
188,22020-20.jpg,[],0,[],0
189,30134-10.jpg,['portrait'],1,"['number of figures - 1', '1603-1625, Jacobean', 'man', 'outdoor', 'staff / walking stick']",5
190,21252-10.jpg,[],0,[],0
191,21241-20.jpg,[],0,[],0
192,31869-10.jpg,['portrait'],1,"['man', 'number of figures - 1', '1603-1625, Jacobean', 'glove (in hand)', 'outdoor']",5
193,30264-10.jpg,['narrative'],1,"['man', 'tradesperson', '1200-1558, medieval / early Tudor', 'door / doorway', 'chair', 'window', 'arch', 'wall', 'number of figures - 3', 'indoor', 'paper', ""printing press / printer's tools"", 'trade tools']",13
194,21747-10.jpg,['portrait'],1,"['house', 'fan', 'number of figures - 1', 'woman', 'cloud', 'hill', 'sun', 'tree']",8
195,31878-10.JPG,['portrait'],1,"['1660-1680, Restoration', 'fan', 'number of figures - 1', 'woman']",4
196,21220-10.jpg,[],0,[],0
197,21274-30.jpg,[],0,[],0
198,30133-40.jpg,['portrait'],1,"['number of figures - 1', '1200-1558, medieval / early Tudor', 'woman']",3
199,20231-10.jpg,['portrait'],1,"['dog', '1200-1558, medieval / early Tudor', 'man', 'number of figures - 1', 'plant, unspecified', 'bell', 'staff / walking stick']",7
200,21078-30.jpg,[],0,[],0
201,20236-190.jpg,"['emblem / symbol', 'narrative']",2,"['Alphabet S', 'nude', 'angel', 'number of figures - 2', 'fabric']",5
202,20133-10.jpg,['portrait'],1,"['number of figures - 1', 'man', '1603-1625, Jacobean']",3
203,21084-10.jpg,[],0,[],0
204,31718-20.jpg,['maritime'],1,"['ocean', 'outdoor', 'flag', 'plant, unspecified', 'ship']",5
205,21194-20.jpg,[],0,[],0
206,20246-20.jpg,['animal art'],1,"['deer', 'horn', 'period unknown', 'bush / hedge', 'cloud', 'sun', 'tree']",7
207,21215-10.jpg,[],0,[],0
208,30341-10.jpg,['portrait'],1,"['horse', 'man', 'outdoor', 'armor', 'number of figures - 1', '1200-1558, medieval / early Tudor', 'flower', 'sword, unsheathed or on ground']",8
209,21319-20.jpg,[],0,[],0
210,20741-10.jpg,['portrait'],1,"['1660-1680, Restoration', 'baby', 'number of figures - 3', 'woman', 'basket']",5
211,21377-20.jpg,[],0,[],0
212,31904-10.JPG,['narrative'],1,"['bed', 'wall', '1603-1625, Jacobean', 'number of figures - 5 or more', 'religious observance / event', 'man', 'woman', 'indoor', 'book']",9
213,21946-30.jpg,[],0,[],0
214,21671-30.jpg,[],0,[],0
215,20965-10.jpg,['portrait'],1,"['procession', '1660-1680, Restoration', 'man', 'military figure', 'musician', 'number of figures - 5 or more', 'percussion instrument', 'woodwind instrument', 'plant, unspecified', 'flag', 'stick', 'spear']",12
216,30228-20.jpg,['narrative'],1,"['boy', 'object, indeterminate', 'number of figures - 3', 'man', 'hat (not on head)', '1603-1625, Jacobean', 'tool, unspecified']",7
217,21163-10.jpg,[],0,[],0
218,20198-30.jpg,['narrative'],1,"['knife / dagger', 'woman', 'handkerchief', 'number of figures - 2']",4
219,30195-10.jpg,['portrait'],1,"['outdoor', 'number of figures - 1', 'man', '1660-1680, Restoration']",4
220,21986-30.jpg,[],0,[],0
221,30044-10.jpg,['portrait'],1,"['outdoor', 'man', 'number of figures - 1', '1603-1625, Jacobean', 'staff / walking stick']",5
222,21397-40.jpg,[],0,[],0
223,31644-10.jpg,['narrative'],1,"['number of figures - 1', 'period unknown', 'hill', 'outdoor', 'building, other', 'man', 'tower', 'cup / glass']",8
224,20673-20.jpg,['narrative'],1,"['house', '1200-1558, medieval / early Tudor', 'number of figures - 2', 'skeleton / mort', 'woman', 'hill', 'hourglass', 'arrow']",8
225,21970-10.jpg,[],0,[],0
226,21083-30.jpg,[],0,[],0
227,31879-10.jpg,"['allegory', 'portrait']",2,"['face (only)', '1558-1603, Elizabethan', 'nude', 'mythological figure, other', 'number of figures - 1', 'mirror', 'switch / whip']",7
228,20770-20.jpg,['narrative'],1,"['coffin', 'number of figures - 4', 'man', 'period unknown', 'funeral', 'outdoor', 'hill']",7
229,20105-30.jpg,['portrait'],1,"['1603-1625, Jacobean', 'fan', 'couple', 'man', 'number of figures - 2', 'woman']",6
230,21270-40.jpg,[],0,[],0
231,30395-10.jpg,['narrative'],1,"['wall', 'prison', 'breast (exposed)', 'outdoor', '1603-1625, Jacobean', 'woman', 'number of figures - 5 or more', 'child, gender unspecified', 'man', 'window', 'staff / walking stick']",11
232,20128-10.jpg,['portrait'],1,"['number of figures - 1', 'man', '1558-1603, Elizabethan', 'flooring']",4
233,20650-50.jpg,[],0,[],0
234,31667-10.jpg,[],0,"['1603-1625, Jacobean', 'man', 'mythological figure, other', 'number of figures - 1', 'drink / water', 'moon', 'cup / glass', 'pitcher / jug']",8
235,30043-20.jpg,['portrait'],1,"['flower', '1558-1603, Elizabethan', 'woman', 'number of figures - 1', 'outdoor']",5
236,21399-20.jpg,[],0,[],0
237,20766-20.jpg,['portrait'],1,"['breast (exposed)', '1660-1680, Restoration', 'fan', 'number of figures - 1', 'woman', 'outdoor', 'plant, unspecified', 'sun']",8
238,21199-20.jpg,[],0,[],0
239,30428-30.jpg,['portrait'],1,"['1625-1660, Caroline / Interregnum', 'woman', 'fan', 'number of figures - 1']",4
240,21152-10.jpg,[],0,[],0
241,20236-210.jpg,"['narrative', 'emblem / symbol']",2,"['fabric', 'number of figures - 2', 'angel', 'nude', 'Alphabet V']",5
242,20898-10.jpg,['portrait'],1,"['1625-1660, Caroline / Interregnum', 'man', 'number of figures - 1', 'outdoor', 'flower']",5
243,20218-10.jpg,['portrait'],1,"['1603-1625, Jacobean', 'man', 'number of figures - 1', 'staff / walking stick', 'gun']",5
244,20253-20.jpg,['portrait'],1,"['1625-1660, Caroline / Interregnum', 'fan', 'number of figures - 1', 'woman']",4
245,21210-40.jpg,[],0,[],0
246,20770-10.jpg,['portrait'],1,"['woman', 'number of figures - 1', [], 'period unknown', 'religious observance / event', 'flooring']",6
247,30056-10.jpg,['portrait'],1,"['woman', '1660-1680, Restoration', 'number of figures - 1', 'breast (exposed)', 'outdoor', 'fan', 'sun']",7
248,21922-10.jpg,[],0,[],0
249,20684-10.jpg,['portrait'],1,"['number of figures - 1', 'building, other', '1680-onward, late Stuart / Georgian', 'man', 'outdoor', 'staff / walking stick']",6
250,30267-30.jpg,['emblem / symbol'],1,"['foliage (separate from plant)', 'face (only)', 'arabesque', 'number of figures - 2', 'peacock', 'wing (not on bird)', 'grotesque', 'brass instrument']",8
251,31774-10.jpg,['narrative'],1,"['dragon', 'military figure', 'tree', 'outdoor', 'period unknown', 'number of figures - 2', 'horse', 'woman', 'armor', 'shield', 'man', 'lance']",12
252,21824-30.jpg,[],0,[],0
253,20123-30.jpg,['portrait'],1,"['number of figures - 1', 'woman', '1200-1558, medieval / early Tudor']",3
254,30063-30.jpg,"['emblem / symbol', 'memento mori']",2,"['dance', 'skeleton / mort', 'number of figures - 4', 'arrow']",4
255,30086-10.jpg,['portrait'],1,"['handkerchief', 'number of figures - 2', 'woman', 'man', 'fan', 'couple', '1603-1625, Jacobean', 'outdoor']",8
256,21714-10.jpg,[],0,[],0
257,31695-40.jpg,['portrait'],1,"['number of figures - 1', 'plant, unspecified', '1680-onward, late Stuart / Georgian', 'cloud', 'man', 'outdoor', 'bag']",7
258,21299-30.jpg,[],0,[],0
259,20794-10.jpg,['narrative'],1,"['1603-1625, Jacobean', 'number of figures - 5 or more', 'man', 'murder / suicide', 'window', 'arch', 'column', 'stairs', 'flooring', 'sword, unsheathed or on ground', 'ax']",11
260,30394-10.jpg,['portrait'],1,"['switch / whip', 'outdoor', '1625-1660, Caroline / Interregnum', 'number of figures - 1', 'man', 'horse', 'king', 'crown']",8
261,20832-70.jpg,['portrait'],1,"['face (only)', '1660-1680, Restoration', 'man', 'number of figures - 1']",4
262,30258-20.jpg,['animal art'],1,"['outdoor', 'deer', 'bush / hedge', 'cloud', 'hill', 'plant, unspecified', 'tree']",7
263,30239-20.jpg,['portrait'],1,"['breast (exposed)', 'number of figures - 1', '1603-1625, Jacobean', 'outdoor', 'woman', 'flower']",6
264,21104-40.jpg,[],0,[],0
265,20115-30.jpg,['portrait'],1,"['number of figures - 1', 'man', 'staff / walking stick', 'period unknown']",4
266,30353-20.jpg,['portrait'],1,"['man', 'number of figures - 1', 'indoor', '1603-1625, Jacobean', 'flooring']",5
267,21712-10.jpg,[],0,[],0
268,21251-30.jpg,[],0,[],0
269,20991-40.jpg,['portrait'],1,"['number of figures - 1', 'woman']",2
270,30093-30.jpg,['portrait'],1,"['1603-1625, Jacobean', 'man', 'number of figures - 1', 'outdoor', 'staff / walking stick']",5
271,21715-10.jpg,[],0,[],0
272,21827-20.jpg,[],0,[],0
273,21024-30.jpg,[],0,[],0
274,20997-40.jpg,[],0,[],0
275,20101-20.jpg,['narrative'],1,"['fire', 'woman', 'number of figures - indeterminate', 'military figure', 'man', 'execution', '1603-1625, Jacobean', 'haystack', 'smoke', 'cross', 'flag', 'rope', 'stake', 'ax', 'spear']",15
276,20075-20.jpg,['portrait'],1,"['1603-1625, Jacobean', 'number of figures - 1', 'woman', 'fan', 'plant, unspecified']",5
277,21396-50.jpg,[],0,[],0
278,21848-10.jpg,[],0,[],0
279,22012-30.jpg,[],0,[],0
280,30206-20.jpg,['portrait'],1,"['number of figures - 1', 'woman', '1603-1625, Jacobean', 'outdoor', 'fan']",5
281,21873-10.jpg,[],0,[],0
282,21780-20.jpg,['portrait'],1,"['1625-1660, Caroline / Interregnum', 'number of figures - 1', 'woman']",3
283,21828-20.jpg,[],0,[],0
284,21405-50.jpg,[],0,[],0
285,21712-30.jpg,[],0,[],0
286,21084-20.jpg,[],0,[],0
287,21789-50.jpg,[],0,[],0
288,30623-20.jpg,['portrait'],1,"['1200-1558, medieval / early Tudor', 'outdoor', 'number of figures - 1', 'man', 'lantern', 'dog', 'staff / walking stick']",7
289,21924-20.jpg,[],0,[],0
